,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
349,markieff,UCSC,Offer,PhD,CS,27+23+23+27=100,152+170+3,EE , BUPT,  81/100, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
350,markqzheng,University of California Santa Cruz,Offer,PhD,CS,96(20),324+3.0,, ,  3.3/4.0, 本科Top15 211,IEEE 3篇一般论文(2一作，1三作),15Fall,2015-01-01,美国
351,iwlam525,UCSC,Offer,PhD,CS,R29L23S23W28 total103,V157Q163 total320,CS , Tianjin University,  3.59, 本科Top30 211,两篇ccf的C类会议（一作），申请的时候其中一篇在投，现在被接收了,15Fall,2015-01-01,美国
352,Firework,UMass Amherst,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
353,Josh,USC,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-15,美国
354,gjxwin,UW-Madison,Rej,MS,CS,102,325+3.5,EE , WHU,  Ranking：2/146, 本科Top15 211,,15Fall,2014-12-09,美国
355,Reggie,University of Wisconsin–Madison,Rej,MS,CS,104(s23),158+170+3.5,自动化 , 厦门大学,  87.53，6/94, 本科Top30 211,,15Fall,2014-12-09,美国
356,VAN-C,Bentley HFID,Rej,MS,CS,26+25+23+24=98,154+165=319,软件工程（数字媒体技术） , 中山大学,  3.6/4, 本科Top15 211,,15Fall,2015-01-13,美国
357,chen482,UWM,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-07,美国
358,sunnyyuen,UWM,Rej,MS,CS,29+26+22+28=105,156+170=326+3.0,Software Engineering , 東南大學,  83.7/100, 本科Top15 211,,15Fall,2014-11-14,美国
359,jerryzju,CS@UW-Madison,Rej,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-12,美国
360,see_world,UW,Rej,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-10,美国
361,mangodream,CS@UW Seattle,Rej,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-11-20,美国
362,followdream,CS@UW,Rej,PhD,CS,,,CS , ,  3.7, 本科Top15 211,无paper，MSRA推荐信,15Fall,2014-12-15,美国
363,TH999,North Carolina State University,Offer,PhD,CS,114,330+4.0,Computer Science , ,  ,,有一个研究经历和一些实习经历,15Fall,2014-12-15,美国
364,魔链老大,CS@GWU,AD无奖,MS,CS,93,310+3,, ,  , 本科非211,%>_<%无牛推,15Fall,2014-12-31,美国
365,jimmyhbx,Purdue University,Offer,PhD,CS,,,, ,  ,,,15Fall,12.15前几天,美国
366,aoisky,CMU,AD无奖,MS,CS,,,CS , ,  , 海本,,15Fall,2014-12-03,美国
367,zyongbo,CMU,AD无奖,MS,CS,23、103,320、150、170,, ,  , 本科Top15 211,中文paper 2篇， 英文conf1篇,15Fall,2015-02-16,美国
368,youknowwhat,Carnegie Mellon University,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
369,whitelez,CMU， AIS,AD无奖,MS,CS,,,GIS , 中山大学+University of Cincinnati (2+2),  3.8/4 (SYSU)  4/4(UC), 本科Top15 211,,15Fall,2014-12-14,美国
370,xlhdh,CMU,AD无奖,MS,CS,30+30+24+25 （为了CMU新考的）,159+170+4.0,CS , 美国Top90,  3.78, 海本,,15Fall,2014-12-11,美国
371,ldf92,CS@UIUC,AD无奖,MS,CS,,320 + 3.0,Electrical Engineering & Computer Science , ,  3.68/4.00, 海本,,15Fall,2014-12-15,美国
372,Frankluo,CS@Brown,Rej,MS,CS,,,cs , beihang,"  3.81/4.00, rank 9/229", 本科Top15 211,,15Fall,2015-02-06,美国
373,chrisVoid,Brown,Rej,MS,CS,,,CE , SYSU,  3.4/4.0, 本科Top15 211,,15Fall,2015-01-05,美国
374,tommy1122337,NCSU,AD无奖,PhD,CS,,,, ,  ,,,15Fall,2014-11-20,美国
375,tobyljj,Carnegie Mellon University,Offer,PhD,CS,,159+170+4,, CS,  3.8, 海本,,15Fall,2014-12-15,美国
376,ryanjin,NUS,Offer,PhD,CS,,,, ,  , 本科其他211,,15Fall,2014-11-20,新加坡
377,fateacher,USC,AD无奖,MS,CS,94,153+168+3,CS , BUPT,  大概87, 本科Top30 211,无,15Fall,12月初,美国
378,Kevinbtc,USC,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
379,ljjloselsbut,upenn,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-02-17,美国
380,alphard,Uva,AD无奖,MS,CS,100(22),157+170+3,计算机 , 哈工大,  major 86.69 overall 84 ranking 21/169, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-09,美国
381,lucyjuicy,UVA,AD无奖,MS,CS,105,321+3,IoT , bupt,  81, 本科Top30 211,三实习，五项目，无paper,15Fall,2014-12-15,美国
382,AspirinSJL,UIUC,AD无奖,MS,CS,,,CS , 复旦,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
383,wsd10,ANU(澳洲国立),AD无奖,MS,CS,101,320,工程物理 , 清华,  84, 本科：北大，清华，科大，中科院，特色学校牛专业,IEEE Conference Paper 一篇,15Fall,2015-02-02,澳洲
384,tangyuhan123,Yale,AD无奖,MS,CS,,163+168+4.5,CE , ,  3.91/4.00, 海本,"一封牛推,若干水RESEARCH",15Fall,2014-12-31,美国
385,gliglob,Yale,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2015-01-06,美国
386,piqi888,CS@CMU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-02-17,美国
387,followdream,CMU,AD无奖,MS,CS,100,149+170,CS , ,  86, 本科Top15 211,MSRA实习，MSRA，DTU推荐信,15Fall,2014-12-15,美国
388,emissary30,CS@CMU,AD无奖,MS,CS,104,324,CS , PKU,  3.4/4.0, 本科：北大，清华，科大，中科院，特色学校牛专业,CMU老板的推荐信,15Fall,2014-12-10,美国
389,Khryl,MSCS@CMU,AD无奖,MS,CS,107(S22),163+170+3.5,CS , ZJU,  87.4, 本科：南大，浙大，复旦，上交,"在投SIGGRAPH,  IEEE fellow 推荐一封",15Fall,2014-12-01,美国
390,rydgelee,CS@CMU,AD无奖,MS,CS,103,320+3,, ,  88,,,15Fall,2014-12-01,美国
391,penenda,CMU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-20,美国
392,shadowwalker264,CMU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
393,jerryzh,Carnegie Mellon University,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
394,静月流光,ETH Zurich,AD无奖,MS,CS,106(S24),154+169+3.0,infoSec , sjtu,  86.7, 本科：南大，浙大，复旦，上交,一学期ntu singapore交换，半年软件外企实习，均水,15Fall,2014-12-11,欧洲
395,echoyjose,CMU,AD小奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-02,美国
396,hadoopG,Brown University,Rej,MS,CS,,,网工 , BUPT,  80, 本科其他211,,15Fall,2015-01-25,美国
397,DongsLLLL,Brown U,Rej,MS,CS,,,CS , Tongji U,  , 本科Top30 211,,15Fall,2015-02-09,美国
398,CindyHuang,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-06,美国
399,omegaga,CMU,Rej,MS,CS,102,322+3.5,, ,  3.8/4, 本科Top15 211,,15Fall,2014-12-14,美国
400,JoeWest,CS@CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-11,美国
401,sliu,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-14,美国
402,xiaoxiaob1989,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,12.1,美国
403,konlzp,CMU,Rej,MS,CS,,,SCGY , USTC,  3.94/4.3, 本科：北大，清华，科大，中科院，特色学校牛专业,西澳大学一次科研交流，一作tier-2已投,15Fall,2014-12-01,美国
404,followdream,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
405,MRQ91,CMU,Rej,MS,CS,,,, ,  , 海本,,15Fall,2014-12-15,美国
406,wsd10,CS@CMU,Rej,MS,CS,101,320,工程物理 , 清华大学,  84, 本科：北大，清华，科大，中科院，特色学校牛专业,IEEE Conference paper一篇，一美国教授推荐信,15Fall,2014-12-15,美国
407,gc1993114,CMU,Rej,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2014-12-15,美国
408,ChanCheng,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
409,Coco_Yang,NEU,Rej,MS,CS,104 (S 23),"318 (V 150, Q 168)",软件工程 , ,  91/100， rank top 5, 本科Top30 211,无牛推，无牛科研,15Fall,2015-01-27,美国
410,nirelle,WPI Harvard NEU Brown,Rej,MS,CS,102,320,, ,  87%, 本科非211,,15Fall,2014-12-15,美国
411,geminiiiiiii,SIT,Rej,MS,CS,95（20）,152 170 3,, ,"  成绩单上4.9/5, rank1/87.实际3.75/4", 本科其他211,国奖，省三好，无牛腿,15Fall,2015-02-01,美国
412,Firework,UPENN,Rej,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
413,iwlam525,NCSU,Rej,PhD,CS,103(23),320+3,CS , TJU,  3.5, 本科Top30 211,有paper,15Fall,2015-01-01,美国
414,emma93,"UPenn, UCSD, UIUC, UMD, CUM, Yale",AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-15,美国
415,eumenides1111,USC,AD无奖,MS,CS,110（22）,160+170+3,CS , BUPT,  87/100  26/300, 本科Top15 211,,15Fall,2015-01-10,美国
416,TrinkYet,CS@UCSD&USC,AD无奖,MS,CS,,,CS , FDU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-13,美国
417,Howie,utdallas,AD无奖,MS,CS,91,156 + 170,se , ,  85, 本科其他211,,15Fall,2014-12-22,美国
418,syf921006,UVa,AD无奖,MS,CS,105,157+170+3,自动化 , SJTU,  88.3/100 5%, 本科：北大，清华，科大，中科院，特色学校牛专业,一封顶会三作还是submit...两段CV 一段大数据经历,15Fall,2014-12-15,美国
419,tq5124,GWU,AD无奖,MS,CS,28+28+23+24,151+165+3.0,, ,  83/100, 本科：南大，浙大，复旦，上交,,15Fall,2015-01-10,美国
420,0802112,GWU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-15,美国
421,loveandsunflowe,UCSC,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2015-01-03,美国
422,lorabit,UCSC,AD无奖,MS,CS,89,313,CS , ,  3.17/4, 本科：南大，浙大，复旦，上交,"5 top conference papers, 1 sci paper. UCD, UCSB交流",15Fall,2014-12-15,美国
423,yummy1221,UCSD,AD无奖,MS,CS,,,SE , WHU,  , 本科Top15 211,,15Fall,2014-11-04,美国
424,Khryl,cs@yale,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
425,echoyjose,Yale,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-26,美国
426,A30041839,Yale University,AD无奖,MS,CS,104,159+170+4,maths , buaa,  , 本科Top15 211,MSRA一封,15Fall,2014-12-15,美国
427,yummy1221,Yale,AD无奖,MS,CS,,,SE , WHU,  , 本科Top30 211,,15Fall,2014-11-08,美国
428,konlzp,Yale,AD无奖,MS,CS,,,SCGY , USTC,  3.94/4.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-13,美国
429,yucheyang2,Yale University,AD无奖,MS,CS,28+26+23+27=104,152+170+4.0,Information Engineering , City University of Hong Kong,  3.96/4.3 Top 3 among 83, 海本,,15Fall,2014-10-03,美国
430,linaohan1993120,CS@Yale,AD无奖,MS,CS,110(24),159+168+3.0,CS , BUPT,  89.04/100 (Ranking 2/302), 本科Top30 211,CMU HCII summer intern＋recommendation， 哥大summer school,15Fall,2015-01-01,美国
431,jerryzh,Yale University,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
432,alpb0130,Yale,AD无奖,MS,CS,,,Software Engineering , JLU,  , 本科Top15 211,,15Fall,2015-02-01,美国
433,hsama,yale UVa,AD无奖,MS,CS,104,152+170,cs , sjtu,  88.3, 本科：南大，浙大，复旦，上交,,15Fall,2015-01-01,美国
434,AspirinSJL,Yale,AD无奖,MS,CS,,,CS , 复旦,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-1-2,美国
435,zyy20853,ETH Zurich,AD无奖,MS,CS,90,149+170+3,CS , 大连理工,  89.9分, 本科Top30 211,,15Fall,2014-12-01,欧洲
436,ForTheAC2015,ETH-Zurich,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-15,欧洲
437,e23lzh,CMU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-02,美国
438,wsd10,EECS@Berkeley,Rej,MS,CS,101,320,, 清华,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-01,美国
439,hammer9132,RPI,Rej,PhD,CS,107,314+3.5,SE , DLUT,  , 本科Top30 211,,15Fall,2014-11-28,美国
440,Firework,Cornell,Rej,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
441,diligent1787,Cornell,Rej,PhD,CS,105 (26 28 24 27),152 170 3.5,, ,  3.46/4.3 (26/105), 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
442,simba123,cornell,Rej,PhD,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
443,xlhdh,Cornell,Rej,PhD,CS,,,, ,  , 海本,,15Fall,2014-12-08,美国
444,花露水人魔,Colorado School of Mines,Rej,PhD,CS,106,312,, ,  , 本科非211,,15Fall,2015-01-01,美国
445,helloshch,Yale,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-31,美国
446,brendaV,Columbia University,Offer,PhD,CS,107,161+170+3.0,CS , ,  3.4, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
447,Odysseus,CE@Purdue,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-15,美国
448,kiru,VT,Offer,MS,CS,92(18),317,, ,  , 本科Top15 211,,15Fall,2014-12-24,美国
449,sunlei_1993,University of Virginia,AD小奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-15,美国
450,BaskWind,UCSC,AD无奖,MS,CS,109(s22),328+3,SE , WHU,  3.4/4.0, 本科Top15 211,,15Fall,2014-12-15,美国
451,wsd10,CS @ UCSC,AD无奖,MS,CS,101,320,工程物理 , 清华,  84, 本科：北大，清华，科大，中科院，特色学校牛专业,IEEE Conference Paper一篇,15Fall,2014-12-15,美国
452,wangergou,UCSC,AD无奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-12-15,美国
453,Emerson_Ding,CS@UCSC,AD无奖,MS,CS,107(22),153+165+3.0,, ,  82%, 本科非211,sci三作*1，ei期刊二作*2，ei会议一作*2,15Fall,2014-12-07,美国
454,JEC726,UCSC,AD无奖,MS,CS,97(S19),151+167+3.0,Telecommunication with Management , BUPT,  83, 本科：北大，清华，科大，中科院，特色学校牛专业,一封外教推荐信,15Fall,2015-01-01,美国
455,ryan_sun,UCSC,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-02,美国
456,ataraxian,ucsc,AD无奖,MS,CS,28+30+22+21,151+170+3.0,生物 , whu,  major 3.4/minor 3.35, 本科Top15 211,,15Fall,2014-12-15,美国
457,wangergou,CMU RI,AD无奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2015-12-15,美国
458,hadoopG,NEU-mis,AD无奖,MS,CS,,,网络工程 , BUPT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-23,美国
459,lazino,USC,AD无奖,MS,CS,98,148+168+3.5,, ,  88,,,15Fall,2014-11-27,美国
460,AspirinSJL,USC,AD无奖,MS,CS,,,CS , 复旦,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-07,美国
461,桑梓地,USC,AD无奖,MS,CS,26+24+26+28=104,152+168+3.0,Software Engineering , WHU,  G, 3.75  89/100  R,无,15Fall,2014-12-16,美国
462,CindyHuang,CS@USC,AD无奖,MS,CS,98（S23）,158+168+3,SE , SCU,  3.75,,,15Fall,2014-12-02,美国
463,messyji,USC,AD无奖,MS,CS,101,319,CS , BIT,  3.7, 本科Top30 211,,15Fall,2014-12-14,美国
464,么凹,UCSD,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-12,美国
465,wayof,UCSD,AD无奖,MS,CS,104,162+169+4.5,, NJU,  87/100, 本科：南大，浙大，复旦，上交,,15Fall,2014-11-25,美国
466,Weissach,MS of Robotics@CMU,AD无奖,混合,CS,,,汽车系 , 清华大学,  93.15，2/93, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
467,Frankluo,MIS@UC Berkeley,Rej,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2015-01-06,美国
468,tommy1122337,NYU-POLY,Rej,MS,CS,,,, ,  ,,,15Fall,2014-10-27,美国
469,LiamZhu,Cornell University,Rej,PhD,CS,,,, PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-11-25,美国
470,aptaua,UPenn,Rej,PhD,CS,104,321+3.5,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
471,diligent1787,U Penn,Rej,PhD,CS,105 (26 28 24 27),152 170 3.5,, ,  3.46/4.3 (26/105), 本科：北大，清华，科大，中科院，特色学校牛专业,一作核心水文*1,15Fall,2014-12-14,美国
472,CDBA,Princeton，upenn,Rej,PhD,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-14,美国
473,m4reiiy,UCBerkeley,Rej,PhD,CS,,,, ,  ,,,15Fall,2014-12-1,美国
474,Firework,UCSD,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
475,haiweiosu,Cornell Tech,Offer,MS,CS,,,, ,  ,,,15Fall,2015-01-28,美国
476,Paulnet,Northwestern U,AD无奖,MS,CS,,,多媒体与网络 , SCNU,  , 本科其他211,,15Fall,2014-12-31,美国
477,DongsLLLL,Northwestern,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-14,美国
478,ghost33,Columbia,AD无奖,MS,CS,R30+L30+S19+W25,158+170+3.5,数学 , ,  3.85/4.0, 本科Top15 211,已有德国数学博士学位,15Fall,2015-02-09,美国
479,mikeyangh1992,NWU,AD无奖,MS,CS,,,, WHU,  , 本科Top15 211,,15Fall,2014-11-15,美国
480,wuygoing,Syracuse University,AD无奖,MS,CS,,,, ,  , 本科Top15 211,三封中两封来自自己学院，另一封来自电信学院。无牛推,15Fall,2014-11-27,美国
481,Pandaman,UCSD,AD无奖,MS,CS,,,EE , HUST,  , 本科Top30 211,,15Fall,2014-12-01,美国
482,see_world,UCSD,AD无奖,MS,CS,,,EE , SJTU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-10,美国
483,Khryl,UCSD,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-08,美国
484,karanbb,UCSD,AD无奖,MS,CS,,,Math , ,  3.66, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
485,snooze,UCSD,AD无奖,MS,CS,108(s24),150+170+3.0,计算机科学与技术 , 东南大学,  87/100, 本科Top30 211,,15Fall,2014-12-12,美国
486,jxzhuge12,UCSD,AD无奖,MS,CS,103（20）,152 167 3.5,数学与应用数学 , ZJU,  3.81/4, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-06,美国
487,tcstar,UCSD,AD无奖,MS,CS,108(23),158+168+3,, ,  3.5/4.0, 本科Top15 211,美赛M奖,15Fall,2014-12-12,美国
488,hzhzchengy,CS@UCSD,AD无奖,MS,CS,94(18),149+170+3.0,Information Engineering , SYSU+CUHK(2+2 Program),  GPA 3.88/4.0,CUHK 3.9/4.0,,15Fall,2014-12-14,美国
489,provhomme,UTD,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2015-01-10,美国
490,AbracadaBudda,SU,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
491,sunnyyuen,Syracuse,Rej,MS,CS,29+26+22+28=105,156+170=326+3.0,Software Engineering , 東南大學,  83/100, 本科Top15 211,,15Fall,2014-11-19,美国
492,hadoopG,雪城大学,Rej,MS,CS,,,网络工程 , bupt,  80, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-15,美国
493,sharpshooter,"WPI,USyracuse",Rej,MS,CS,,,软件工程 , 东南大学,  , 本科Top30 211,,15Fall,2014-11-08,美国
494,youlixiang,UCB,Rej,MS,CS,107,320+4,, ,  , 海本,,15Fall,2014-12-15,美国
495,provhomme,SDSU,Rej,MS,CS,,,, ,  , 本科非211,http://www.1point3acres.com/bbs/thread-116358-1-1.html,15Fall,2015-01-15,美国
496,hammer9132,ASU,AD无奖,PhD,CS,,,, ,  ,,,15Fall,2014-11-20,美国
497,雅爷也纠结名字,CS@ASU,AD无奖,PhD,CS,"S 27, 108",,, ,  , 本科Top30 211,,15Fall,2014-12-20,美国
498,collwe,Arizona State University,AD无奖,PhD,CS,,,, ,  , 本科其他211,,15Fall,2015-01-05,美国
499,zhangyue823,USF旧金山大学,WaitingList,MS,CS,102（22）,155+165+3,自动化 , 同济,  82, 本科Top15 211,半年IT工作经历,15Fall,2015-01-04,美国
500,otwo,cornell IS PHD & UPenn MS,Rej,混合,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-15,美国
501,Firework,UC Berkeley,Rej,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
502,带路农民,UC Merced,Offer,PhD,CS,,,, ,  ,,,15Fall,2015-01-15,美国
503,dreamt,"University of Massachusetts, Amherst",Offer,PhD,CS,,,, ,  ,,,15Fall,2014-11-30,美国
504,iwlam525,TAMU,Offer,PhD,CS,103 (23),320 3.0,, ,  , 本科Top30 211,有paper,15Fall,2015-01-01,美国
505,lisawangqian,Drexel University,AD小奖,MS,CS,,,Biotech , ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-05,美国
506,THU飞行琦,NYU,Offer,PhD,CS,,,, ,  ,,,15Fall,2014-12-14,美国
507,luzc,Tufts,Offer,PhD,CS,107(23),155+170+3.5,EE , THU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,海外实习，海外推荐，会议经历,15Fall,2015-01-10,美国
508,Lorreina,CS@Columbia,AD无奖,MS,CS,"110(R29, L29, S26, S26)","324(V154, Q170) AW 3.5",信息管理与信息系统 , ,"  90.3/100, WES 3.85, rank 1/23", 本科Top15 211,,15Fall,2015-01-19,美国
509,beer,UTD,AD无奖,MS,CS,,,, ,  , 本科其他211,见签名,15Fall,2015-01-27,美国
510,hadoopG,NYU-POLY,AD无奖,MS,CS,,,, bupt,  , 本科其他211,,15Fall,2014-12-05,美国
511,EroicaCMCS,UCSD,AD无奖,MS,CS,,,, ,  , 本科非211,,15Fall,2014-12-14,美国
512,ABAJ,USouthCarolina,AD无奖,MS,CS,93(S19),150+170+2.5,digital media art , BJFU,  86.69/100  ranking7/62, 本科其他211,,15Fall,2015-01-31,美国
513,shuier616,College of William and Mary,AD无奖,MS,CS,,,, 信息管理,  ,,,15Fall,2015-01-16,美国
514,风景园,Syracuse,AD小奖,MS,CS,95,155+168+3,信息工程 , bupt,  89/100, 本科Top30 211,,15Fall,2014-12-08,美国
515,destyfog,NYUPOLY,AD小奖,MS,CS,101,321+3,, BUPT,  81, 本科其他211,,15Fall,2014-12-01,美国
516,AndyLiu0429,Syracuse,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
517,linaohan1993120,Brown@CS,AD无奖,MS,CS,110(S24),159+168+3,CS , BUPT,"  89/100, 2/302", 本科Top30 211,,15Fall,2015-01-04,美国
518,ziczyq,SIT,AD无奖,MS,CS,99,151+170+3,IEOR , TJU,  3.71, 本科Top15 211,,15Fall,2015-01-14,美国
519,yhfyhf,NYU Poly,AD小奖,MS,CS,102,319,EE , ,  87, 本科其他211,,15Fall,2014-12-04,美国
520,nienty,Purdue,Offer,PhD,CS,104 (s23),149/170/3,, ,  86.2, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-12,美国
521,韦斯特大人,Brown,AD无奖,MS,CS,106 (23),154 + 167 + 3,Software Engineering , ,  4.43/5.0 (5/198), 本科：南大，浙大，复旦，上交,无,15Fall,2015-01-14,美国
522,hex,Brown University,AD无奖,MS,CS,,,Math of Computation , UCLA,  3.7, 海本,,15Fall,2015-01-10,美国
523,ChanCheng,Brown,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-22,美国
524,jinfang,UCSB,AD无奖,MS,CS,waive,153+170+3.5,CS , James Madison University,  overall3.83/4, 海本,,15Fall,2014-12-15,美国
525,vivienerwen,UCSB,AD无奖,MS,CS,,,EE , BUPT,"  GPA90.5,TOP 2%", 本科Top30 211,,15Fall,2014-12-13,美国
526,Khryl,Columbia,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-08,美国
527,lanseyyu,Yale,Rej,MS,CS,,162+168+3,CS , ,  3.86/4, 海本,4封美国教授推荐，没有IEEE fellow或ACM fellow，都只是Senior Member。实习Siemens PLM Software 实习两年（分五个学期）。没paper。,15Fall,2015-01-02,美国
528,xchenan,Yale University,Rej,MS,CS,104(26),151+170+3.0,Computer Engineering , SYSU+HKUST,  3.8+3.75,,,15Fall,2014-12-31,美国
529,coperdli,OSU,Offer,PhD,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-20,美国
530,雅爷也纠结名字,ASU,Offer,PhD,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-20,美国
531,unknowncyan,TAMU,Offer,PhD,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-01,美国
532,gz3229,Brown,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2015-01-14,美国
533,l328,Brown,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2015-01-09,美国
534,ryan_sun,USC,AD无奖,MS,CS,,,CS , FDU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
535,Dobby,UCLA,AD无奖,MS,CS,94(s19),325,信工 , BUPT,  88.5/100, 本科Top30 211,无牛推 两段实验室经历，一份实习,15Fall,2014-11-30,美国
536,peanu,NYU-Poly,AD无奖,MS,CS,,,生物科学 , ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
537,dc_726,Syracuse University,AD无奖,MS,CS,R30+L28+S19+W26=103,V152 Q163 AW3.5,网络工程 , DUT,  Overall, 81.3 Major,,15Fall,2014-09-30,美国
538,wangyuesong2,Ucsb,AD无奖,MS,CS,,,se , 同济,  , 本科Top30 211,,15Fall,2014-12-15,美国
539,lazino,UCSB,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-14,美国
540,zl9394,UCSB,AD无奖,MS,CS,29 28 24 26 = 107,158 170 3.5,CS , BUPT,  88  top5%, 本科Top30 211,一小牛,15Fall,2014-12-14,美国
541,南方的狼,UCSB,AD无奖,MS,CS,99(19),321+3,信息与通信工程 , zju,  88.65/100, 本科：南大，浙大，复旦，上交,,15Fall,2014-11-20,美国
542,zyc262626,UCSB,AD无奖,MS,CS,106,600+800,EE , PKU,  3.17, 本科：北大，清华，科大，中科院，特色学校牛专业,一年半日本工作经验，非纯IT,15Fall,2014-12-14,美国
